Name & SERP Title,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Host,All guests (incl main guest),Intro & SERP Meta Description,directmp3link,Publication date,Season,Episode ID - short,Overall episode number,Bonus episode?,Featured (popular),Main image,Shownotes/ extra info,Youtube Embed code,Transcript,Guests,Date,Duration,YouTube URL,Main Image,Show Notes
Multi Funnel Testing: Einer der Geheimwaffen in der Conversion Rate Optimierung,multi-funnel-testing-einer-der-geheimwaffen-in-der-conversion-rate-optimierung,62446457cab48b4f642519ed,6410eafd48723d5e3f13735f,Tue Mar 14 2023 21:45:33 GMT+0000 (Coordinated Universal Time),Wed Mar 15 2023 08:00:02 GMT+0000 (Coordinated Universal Time),Sat Mar 25 2023 20:46:40 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,carl-weische,"Carl Weische, CO-Founder von ACCELERATED, verrät für wen und in welchem Zeitraum Multi Funnel Testing sinnvoll ist.",https://audio.transistor.fm/m/shows/28592/487f4e40f7895bd97e7c56b327e727ed.mp3,Wed Mar 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,19,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6410ea7106c057eb859a5336_Titelbild_Carl%20Weische_LP.png,"<p id="""">Warum sich bei der Conversion Rate Optimierung auf eine bestimmte Seite beschränken, wenn man den kompletten Funnel testen kann? Multi Funnel Testing ist einer der effizientesten Wege, die Performance deines Marketing Funnels zu verbessern und eine Verbesserungsrate von 10 - 20 % zu erreichen. Ob sich das für jeden lohnt und wann der beste Zeitraum dafür ist, verrät uns Carl Weische, CO-Founder von ACCELERATED. Außerdem teilt er seine Meinung zum aktuellen Trend-Thema KI im Online-Marketing.</p><p>‍</p><p id="""">Haben wir dich neugierig gemacht? Viel Spaß beim Hören!</p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6410ea7106c057eb859a5336_Titelbild_Carl%20Weische_LP.png,
SEO Basics & Trends mit Malte Landwehr von idealo,seo-basics-trends-mit-malte-landwehr-von-idealo,62446457cab48b4f642519ed,63fcdce4e9d0a99695a02449,Mon Feb 27 2023 16:40:04 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 09:00:25 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 09:00:25 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,malte-landwehr,"Malte Landwehr, Head of SEO bei idealo, gibt interessante Einblicke in die SEO-Welt und spricht über aktuelle SEO-Trends. ",https://audio.transistor.fm/m/shows/28592/c917563608f044e60b1fb796bceea19b.mp3,Tue Feb 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,18,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63fcdc1227f4220abe06cade_Malte%20Landwehr_idealo_WB.png,"<p id="""">Das Internet ist riesig und wächst sekündlich. SEO hilft Unternehmen dabei, auffindbarer zu werden - doch ist das wirklich für jeden relevant? Heutiger Gast Malte Landwehr, Head of SEO bei idealo verrät uns seine Basic SEO-Tipps, Meinung über KI-generierten Content in Zusammenhang mit SEO und wie die Zukunft von Suchmaschinen aussehen könnte. Außerdem erfahrt ihr die Hintergründe, wie Malte auf den Beruf im SEO-Bereich gestoßen ist und was ihn daran begeistert.<br></p><p id="""">Viel Spaß beim Hören!<br><br><strong id="""">Malte’s SEO-Podcast Empfehlungen:</strong></p><ul id=""""><li id="""">SEOPRESSO Podcast von Björn Darko</li><li id="""">OMT-Podcast von Mario Jung</li><li id="""">#SEODRIVEN von Christian B. Schmidt</li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63fcdc1227f4220abe06cade_Malte%20Landwehr_idealo_WB.png,
Personalisierung: Kurzfristiger Hype oder echtes Potenzial?,personalisierung-kurzfristiger-hype-oder-echtes-potenzial,62446457cab48b4f642519ed,62debfbf0090a05d9e533854,Mon Jul 25 2022 16:07:27 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:53:48 GMT+0000 (Coordinated Universal Time),Mon Feb 27 2023 16:40:16 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,timo-von-focht,In dieser Folge diskutieren wir mit Timo über die Relevanz von Personalisierung im E-Commerce und was ihr für eine erfolgreiche Personalisierung benötigt.,https://cdn.transistor.fm/file/transistor/m/shows/28592/ddf1cbaf886600b817fe8c6af6971d25.mp3,Tue Jul 26 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,5,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62f21c5fbdadc8d668bfce5b_Timo_CRO-Cafe_Titelbild_Lang.png,"<p id="""">Laut einer <a href=""https://www.accenture.com/us-en/services/interactive/propelling-growth-personalization"" id="""">Studie von Accenture</a> sind 91 % der Verbraucher eher bereit bei Shops einzukaufen, die individuelle und personalisierte Angebote bieten. Dies zeigt, dass Online-Käufer heutzutage ein personalisiertes Einkaufserlebnis erwarten.</p><p id="""">In dieser Folge diskutieren wir mit Timo von Focht,&nbsp;DACH Country Lead bei Mixpanel,&nbsp;über die Relevanz von Personalisierung im E-Commerce und was ihr für eine erfolgreiche Personalisierung benötigt. <br></p><p id="""">Viel Spaß beim Hören! </p><p id="""">‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62f21c5fbdadc8d668bfce5b_Timo_CRO-Cafe_Titelbild_Lang.png,
Content Experience - Das neue It-Piece in der Conversion Rate Optimierung?,content-experience-das-neue-it-piece-in-der-conversion-rate-optimierung,62446457cab48b4f642519ed,63296d8b8d782a5b10dd42f8,Tue Sep 20 2022 07:36:43 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:40:26 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:50 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,fionn-kientzler,"Welchen Stellenwert hat Content in der Conversion Rate Optimierung? Darüber sprechen wir mit Fionn Kientzler, Managing Partner bei Suxeedo.",https://cdn.transistor.fm/file/transistor/m/shows/28592/8efe2a244bcd5e99f68eea72d1af5525.mp3,Wed Sep 21 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,9,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/633ee6b5e37b176aeae2642d_CRO-Cafe_Titelbild_Lang.png,"<p id="""">Welchen Stellenwert hat Content in der Conversion Rate Optimierung? Darüber sprechen wir mit Fionn Kientzler, Managing Partner bei Suxeedo, einer der führenden Content Experience Agenturen mit 50 Mitarbeitern aus Berlin. Fionn erzählt euch alles, was ihr über Content Experience wissen müsst und warum Texte essenziell für eine gute Customer Experience sind. Haben wir dich neugierig gemacht? Dann hört direkt rein! &nbsp; &nbsp; </p><p>‍</p><p id="""">Viel Spaß beim Hören! </p><p id=""""><br></p><p id=""""><strong>Hier findet ihr die Buchtipps von Fionn: </strong></p><p id="""">Content der performt‘ - Whitepaper von Searchmetics in Kooperation mit Suxeedo</p><p id="""">PsyConversion - Dr. Philip Spreer</p><p id="""">Bottlenecks - David Evans</p><p id="""">The Psychology of Persuasion - Robert B. Cialdini</p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/633ee6b5e37b176aeae2642d_CRO-Cafe_Titelbild_Lang.png,
"Data Power for the people - Daten dorthin bringen, wo sie gebraucht werden",data-power-for-the-people,62446457cab48b4f642519ed,6304948901688a52989f6283,Tue Aug 23 2022 08:49:13 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:30 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:50 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,dr-tim-wiegels,In dieser Folge sprechen wir mit Tim Wiegels über die aktuellen Trends im Bereich Daten und welche ihr davon auf jeden Fall verfolgen solltet.,https://cdn.transistor.fm/file/transistor/m/shows/28592/96bd052ce20f5d584fac8c41852616d9.mp3,Tue Aug 23 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,7,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63ecfd28d8b66dd3341296cb_CRO-Cafe_Titelbild_Lang_Tim%20Wiegels.png,"<p id="""">Wenns um Daten geht ist Tim Wiegels, VP Data bei FREE NOW, immer der richtige Ansprechpartner - deshalb haben wir ihn zu unserem Podcast eingeladen. </p><p id="""">In dieser Folge sprechen wir über die aktuellen Trends und welche davon ihr auf jeden Fall verfolgen solltet. Tim erklärt wann Real-Time Daten wirklich sinnvoll sind und welche Tools seiner Meinung nach ein Must-have sind. </p><p id="""">Wer mit Daten arbeitet oder sich für das Thema interessiert sollte diese Folge nicht verpassen! </p><p>Viel Spaß beim Hören! </p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63ecfd28d8b66dd3341296cb_CRO-Cafe_Titelbild_Lang_Tim%20Wiegels.png,
Inhouse vs. Agentur - Was macht mehr Sinn?,inhouse-vs-agentur-was-macht-mehr-sinn,62446457cab48b4f642519ed,62f213691ca43f26c88742de,Tue Aug 09 2022 07:57:29 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:41 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:50 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,thomas-gruhle,"Wir sprechen mit Thomas Gruhle darüber, wie eine Agentur bei der Conversion Rate Optimierung unterstützen kann.",https://cdn.transistor.fm/file/transistor/m/shows/28592/c497f40022fec41ac122a510c540880d.mp3,Tue Aug 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,7,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62fe2b81a8a3e957d1874d47_CRO-Cafe_Titelbild_Lang.png,"<p id="""">CRO ist ein zentraler Wertschöpfungsprozess, der in jedem Unternehmen eine hohe Priorität haben sollte. Oftmals fehlen jedoch die nötigen Ressourcen. Regelmäßig gibt es Diskussionen darüber, ob es sinnvoll ist, die Betreuung seines CRO-Programms auszulagern. Dabei gehen die Meinungen jedoch sehr weit auseinander. </p><p id="""">Wir sprechen mit Thomas Gruhle, Founder &amp; CEO von LEAP, darüber, wie eine Agentur bei der Conversion Optimierung unterstützen kann und welche Kriterien für die Entscheidungsfindung wichtig ist.</p><p id="""">Viel Spaß beim Hören!</p><p id="""">‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62fe2b81a8a3e957d1874d47_CRO-Cafe_Titelbild_Lang.png,
Best from southwest - Social Media Advertising mit Florian Litterst,social-media-advertising-mit-florian-litterst,62446457cab48b4f642519ed,63165f6946d53f5227f4fad1,Mon Sep 05 2022 20:43:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:40:54 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:41:50 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,florian-litterst,"Florian Litterst, Experte für Social Media Ads, teilt seine wertvollen Tipps, um eine erfolgreiche Performance Marketing Kampagnen zu erstellen. ",https://cdn.transistor.fm/file/transistor/m/shows/28592/5bea6f675f6c8111e495575c04ed6d63.mp3,Tue Sep 06 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,8,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63165e95674e055381d2105e_Florian%20Litterst_Spotify.png,"<p id="""">Social Media Advertising hat mittlerweile einen enormen Stellenwert in den meisten Unternehmen. Deshalb haben wir für diese Episode Florian Litterst, Gründer von Adsventure GmbH &amp; Experte für das Thema Social Media Ads, eingeladen. Seid gespannt auf wertvolle Tipps, um eine erfolgreiche Kampagne zu erstellen und erfahrt, warum ihr den meisten Effort in eure Creatives stecken solltet. Euer Ziel sollte es sein, mit allem, was ihr macht, messbare Ergebnisse zu erzielen - und wie schaffst du das? Sei da, wo deine Zielgruppe ist!</p><p id="""">Viel Spaß beim Hören!</p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63165e95674e055381d2105e_Florian%20Litterst_Spotify.png,
"Psychologische Trigger, die zu mehr Klicks führen",trigger-die-zu-mehr-klicks-fuhren,62446457cab48b4f642519ed,633c4048e97cc1f929f84b82,Tue Oct 04 2022 14:16:40 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:39:40 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:39:48 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,matthias-niggehoff,Dich interessieren die Themen Psychologie und Neuromarketing? Dann solltest du in diese Episode mit dem Verkaufspsychologen Matthias Niggehoff reinhören!,https://cdn.transistor.fm/file/transistor/m/shows/28592/dc716fec2a4220a4e38533a06dbeaf27.mp3,Tue Oct 04 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,10,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63ecfcb70843551a81c03496_CRO%20CAFE_Matthias%20Niggehoff.png,"<p id="""">Dich interessieren die Themen Psychologie und Neuromarketing? Dann solltest du unbedingt in diese Episode reinhören. Zu Gast ist heute Matthias Niggehoff, studierter Psychologe, der schon seit über 10 Jahren Unternehmen in Bereich der Verkaufspsychologie unterstützt. Fokus liegt in dieser Folge auf dem Thema Neuromarketing. Welche Website-Elemente und Call-to-actions aktivieren bestimmte Gehirnbereiche, um eine schnellere Kaufentscheidung des Kunden herbeizuführen? Was sind Klassiker und was mittlerweile überholt? Und warum gewinnt die „Über uns“-Seite immer mehr an Bedeutung? Das alles werden wir heute beantworten.</p><p id="""">Viel Spaß beim Hören!</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63ecfcb70843551a81c03496_CRO%20CAFE_Matthias%20Niggehoff.png,
"7 Tipps aus dem Neuromarketing, die deine Conversions auf ein neues Level heben",7-tipps-aus-dem-neuromarketing,62446457cab48b4f642519ed,62ba0c274b2568f36942dfe7,Mon Jun 27 2022 19:59:35 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:32:12 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,ilja-gurevich,"Ilja Gurevich verrät euch, wie ihr konsumpsychologische Trigger bestmöglich nutzen könnt, um neue Textideen zu entwickeln und eure Conversions zu steigern.",https://cdn.transistor.fm/file/transistor/m/shows/28592/e1d9c78b17d00b1337a35cc2146a808a.mp3,Tue Jun 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,3,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,"<p>In dieser Folge diskutieren wir mit Ilja Gurevich, wie ihr konsumpsychologische Trigger bestmöglich nutzen könnt, um neue Testideen zu entwickeln und die Kaufentscheidung eurer Kunden positiv zu beeinflussen. Zudem teilt er seine sieben Tipps aus dem Neuromarketing, damit auch ihr eure Conversion Rate noch weiter steigern könnt.</p><p>Viel Spaß beim Hören! </p><p>‍</p><p>Für alle, die nicht mitgeschrieben haben, findet ihr hier die Auflistung der 7 Tipps:<br></p><ol><li>Kommuniziere egozentrisch</li><li>Kontrast</li><li>Greifbar</li><li>Beginn und Ende</li><li>Emotionen über Fakten</li><li>Social Proof</li><li>Motivation / Cheering</li></ol><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,
Daten sind der Schlüssel zum Erfolg,daten-sind-der-schlussel-zum-erfolg,62446457cab48b4f642519ed,62cc8c6af08ca91453284142,Mon Jul 11 2022 20:47:38 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:32:17 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,karsten-wesch,In dieser Folge sprechen wir mit Karsten Wesch von moebel.de über die systematische Nutzung von Daten bei der Optimierung.,https://cdn.transistor.fm/file/transistor/m/shows/28592/be007efccedcf0ef33af7b35dac73546.mp3,Tue Jul 12 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,4,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,"<p id="""">In dieser Folge sprechen wir mit Karsten Wesch von moebel.de über die systematische Nutzung von Daten bei der Optimierung. Als Head of Business Intelligence verrät er euch, wie bei moebel.de Daten zur Entscheidungsfindung genutzt werden und gibt euch Tipps, wie auch ihr durch datengestütztes Handeln noch effizienter arbeiten könnt. </p><p id="""">‍</p><p id="""">Good to know:</p><p id="""">Das Team sucht momentan nach Verstärkung - wenn ihr Lust auf eine neue Herausforderung in einem erfolgreichen, datengetrieben Unternehmen habt, schaut gerne in die Ausschreibungen! Vielleicht ist das passende für euch dabei!</p><p id=""""><a href=""https://moebel-de.jobs.personio.de/job/743531?display=de"" id=""""><strong id="""">Junior Data Engineer<br>‍</strong></a><strong id="""">‍</strong><a href=""https://moebel-de.jobs.personio.de/job/741804?display=de"" id=""""><strong id="""">Head of Software Engineering<br>‍</strong></a><strong id="""">‍</strong><a href=""https://moebel-de.jobs.personio.de/job/736048?display=de"" id=""""><strong id="""">Head of App</strong></a></p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,
Daten und Kreativität - eine geniale Kombination beim Testing,daten-und-kreativitat-eine-geniale-kombination-beim-testing,62446457cab48b4f642519ed,634e5d84ef777f8435a18773,Tue Oct 18 2022 08:02:12 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:09 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,samuel-hess,"Wir sprechen mit Samuel Hess, Spezialist im Bereich A/B-Testing und Gründer von DRIP Agency, über zahlreiche Beispiele und Tipps rund um das Thema Testing.",https://cdn.transistor.fm/file/transistor/m/shows/28592/016b868b8f6cdcf4aa9f6c2df21bd92a.mp3,Tue Oct 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,11,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/634e512fce1617742ad2af35_CRO-Cafe_Titelbild_Spotify2.png,"<p id="""">Daten zeigen uns Probleme auf, die Lösungen entstehen jedoch bei uns im Kopf. Dabei spielt Kreativität eine wichtige Rolle. Für diese Folge haben wir Samuel Hess zu Gast, Spezialist im Bereich A/B-Testing und Gründer von DRIP Agency. Freut euch auf zahlreiche Beispiele und Tipps rund um das Thema Testing - bestimmt könnt ihr das ein oder andere auch auf euren Shop übertragen. Außerdem sprechen wir über Mental Health im Job. </p><p id="""">Viel Spaß beim Hören! </p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/634e512fce1617742ad2af35_CRO-Cafe_Titelbild_Spotify2.png,
Gelungener Markenaufbau - von gescheiterten Start-ups zum größten online Sexshop der Schweiz,gelungener-markenaufbau,62446457cab48b4f642519ed,63d7d0672ff2d39fa11e9933,Mon Jan 30 2023 14:12:55 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:41 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,alan-frei,Alan Frei verrät wie man eine Marke erfolgreich aufbaut und wie er es geschafft hat Amorana als erfolgreichster Schweizer Online-Sexshop zu etablieren.,https://cdn.transistor.fm/file/transistor/m/shows/28592/140199510f93a278c4cdc927831b0c13.mp3,Tue Jan 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,16,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63d7ce9772582a1697cba7b2_CRO-Cafe_Titelbild_Lang.png,"<p id="""">Der Aufbau einer Marke ist facettenreich und komplex. Viele Dinge müssen gleichzeitig funktionieren, damit die Marke erfolgreich aufgebaut wird. Doch wie geht man am besten vor, damit nichts untergeht? Heutiger Gast ist <a href=""https://www.linkedin.com/in/alanfrei/"">Alan Frei</a>, CMO von Amorana, erfahrener Gründer und Experte im Markenaufbau. In dieser Episode spricht Alan darüber, wie er es geschafft hat, Amorana erfolgreich aufzubauen und was er im Vergleich zu den vorherigen erfolglosen Start-ups anders gemacht hat. Außerdem verrät er die wichtigsten Marketingkanäle, um Aufmerksamkeit zu generieren, seine Top 3 Learnings und gibt kleine Einblicke in sein Leben als Minimalist. </p><p id="""">Haben wir dich neugierig gemacht? Viel Spaß beim Hören! 🎧<br><br><strong id="""">Alan's Buchtipps:</strong></p><ul id=""""><li id="""">Oversubscribed, Daniel Priestley</li><li id="""">Purple Cow, Seth Godin</li><li id="""">Blitzscaling, Reid Hoffman and Chris Yeh</li></ul><p id="""">‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/63d7ce9772582a1697cba7b2_CRO-Cafe_Titelbild_Lang.png,
Growth Mindset: Scheitern ist einer der wichtigsten Schritte zum Erfolg,growth-mindset-scheitern-ist-einer-der-wichtigsten-schritte-zum-erfolg,62446457cab48b4f642519ed,62a7b7c4453a3c42b5754190,Mon Jun 13 2022 22:18:44 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:32:05 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,andre-morys,Wachstum setzt eine experimentelle Denkweise voraus. Wir erklären dir die elementaren Bestandteile eines Growth Mindset.,https://cdn.transistor.fm/file/transistor/m/shows/28592/eda224ee18b64a4a1c53947aeb8fef6d.mp3,Tue Jun 14 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,2,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,"<p>In unserer zweiten Episode sprechen wir mit André Morys, Gründer &amp; Vorstand von konversionsKRAFT, über das richtige Mindset, um ein wahrer Experte für Conversion-Rate-Optimierung zu werden. Es reicht nicht nur aus, gute Ideen zu haben, du musst auch in der Lage sein, die schlechten Ideen herauszufiltern.<br>Viel Spaß beim Hören!</p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,
Aller Anfang ist schwer - So wirst Du zum CRO-Experten,how-to-start-with-cro,62446457cab48b4f642519ed,62947daf22517fbc5f3c827e,Mon May 30 2022 08:17:51 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:31:55 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,christoph-rottler,"Wir zeigen dir, wie du den Bereich CRO in deinem Unternehmen etablieren und voranbringen kannst - alles geht zurück auf die richtige Unternehmenskultur. ",https://cdn.transistor.fm/file/transistor/m/shows/28592/0b2e208111f79da4e6eab8ea0b6d4faa.mp3,Tue May 31 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,1,1,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,"<ul><li>‍<a href=""https://www.kameleoon.com/de"" target=""_blank"">Kameleoon </a>- Deine Plattform für AI-Personalisierung und A/B-Testing: <br></li></ul>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,
Künstliche Intelligenz - das Marketing Must-Have der Zukunft,kunstliche-intelligenz-das-marketing-must-have-der-zukunft,62446457cab48b4f642519ed,635fee41180a3b2618380406,Mon Oct 31 2022 15:48:17 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:21 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,thomas-kammerer,Wie relevant ist künstliche Intelligenz heute und zukünftig in der Marketing-Welt? Darüber sprechen wir mit Thomas Kammerer in unserer neuesten Folge.,https://cdn.transistor.fm/file/transistor/m/shows/28592/f36c9b1a6b65f78b0ee2d05c771842a8.mp3,Tue Nov 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,12,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/635fed4bfbcb8a5f058551b6_CRO-Cafe_Titelbild_Spotify2.png,"<p id="""">Die Erstellung von gutem Content ist nicht immer so einfach, wie viele denken. Doch wer schreibt eigentlich Texte und woran wird gemessen, wie gut sie tatsächlich sind? Heutiger Gast ist unser Kollege Thomas Kammerer, erfahrener Experte für datenbasierte Optimierungsstrategien. In dieser Episode sprechen wir vor allem über den zukünftigen Stellenwert von künstlicher Intelligenz im Marketing. Wie leistungsfähig ist KI wirklich? Wie benutzerfreundlich ist sie und wie sind die Zukunftsaussichten in der Online-Welt? All diese spannenden Fragen und mehr werden heute beantwortet.<br><br><strong id="""">Buchtipps:</strong><br>PsyConversion - von Philipp Spreer<br>Quick Guide A/B-Testing - von Michael Witzenleiter </p><p id=""""><br><strong id="""">Geheimtipp:</strong><br>Du möchtest Marketingtexte mit wenig Aufwand und in nur wenigen Sekunden erstellen? Dann teste jetzt Conversion Maker AI:<br><a href=""https://conversionmaker.ai/nutzerdaten"" id=""""><strong id="""">https://conversionmaker.ai/nutzerdaten</strong></a></p><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/635fed4bfbcb8a5f058551b6_CRO-Cafe_Titelbild_Spotify2.png,
Willkommen bei CRO.CAFE auf Deutsch!,willkommen-bei-cro-cafe-auf-deutsch,62446457cab48b4f642519ed,62816d1c5a42931f1b4ac7a5,Sun May 15 2022 21:14:04 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:31:44 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 15:33:46 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,,"Auf dich warten spannende Interviews mit ehrlichen Gesprächen über CRO, Testing, Benutzerforschung und digitales Marketing.",https://cdn.transistor.fm/file/transistor/m/shows/30944/58fe86c5d32b582cbfe78e29fa2fed73.mp3,Mon May 16 2022 00:00:00 GMT+0000 (Coordinated Universal Time),1,,0,true,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,"<p>Schließe dich über 14.000 CRO- und Digital-Marketing-Spezialisten an!<br>Der CRO.CAFE Podcast bietet spannende Interviews mit ehrlichen Gesprächen über CRO, Testing, Benutzerforschung und digitales Marketing. Dafür haben wir ausgewählte Gäste, die für diese Themen brennen. Durch Humor, Charme und Entschlossenheit geben dir unsere Hosts und Gäste die richtigen Hilfsmittel, Einblicke und Motivation, die du für deinen täglichen CRO-Alltag benötigst.</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/62816a24f8899c2e3eb9edd5_Square-logoen%20(2).png,
