Name & SERP Title,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Intro & SERP Meta Description,directmp3link,Publication date,Season,Episode ID - short,Overall episode number,Bonus episode?,Main image,Shownotes/ extra info,Youtube Embed code,All guests (incl main guest),Transcript,Featured (popular)
El marketing de contenidos como motor de un negocio digital,el-marketing-de-contenidos-como-motor-de-un-negocio-digital,5faaf2006f511c11f5933cc3,60c9158635bef992a818389b,Tue Jun 15 2021 21:03:02 GMT+0000 (Coordinated Universal Time),Tue Jun 15 2021 21:03:02 GMT+0000 (Coordinated Universal Time),Tue Jun 15 2021 21:03:10 GMT+0000 (Coordinated Universal Time),Hablamos en detalle del marketing de contenidos para conocer en detalle esta técnica para poder aprovecharla como parte de nuestra estrategia CRO.,https://chrt.fm/track/D992D/media.transistor.fm/12c9d215/6d5ab728.mp3,Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,16,16,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60c905120f2a8049b39e5a0f_Veiga-200x200-BN.jpg,"<ul><li><a href=""https://mariamveiga.com/"">https://mariamveiga.com/</a></li><li><a href=""https://www.instagram.com/mariam_veiga/"">https://www.instagram.com/mariam_veiga/</a></li><li><a href=""https://www.linkedin.com/in/mariamgarciaveiga/"">https://www.linkedin.com/in/mariamgarciaveiga/</a></li></ul>",,mariam-veiga,"<p>En este episodio hablamos con Mariam de todos estos temas y de alguno más:</p><ul><li>Cada red social tiene su propio código de comunicación, y en función de cómo se emplee se puede llegar a más o menos público, ¿cual es el núcleo del código de comunicación de IG?, ¿y de LinkedIn?</li><li>Decidiste emprender hace poco más de un año tu propio negocio y que el marketing de contenidos fuera tu motor de captación, tu principal fuente de conversión, ¿por qué contenidos y no otros medios?</li><li>El trabajo que realizas implica, preparación, selección de contenidos, etc… ¿cómo es un día en la preparación de un contenido, por ejemplo, y cuanto tiempo lleva? Me parece especialmente importante explicarlo para aquellas personas que crean que generar estos contenidos es sencillo y lleva poco tiempo.</li><li>¿Qué ratio de conversión estimas o sabes que puede generar un buen contenido?</li><li>Hablemos de un concepto bastante ambiguo, ¿qué es contenido de valor?</li><li>¿Cuales son las características principales de un contenido que está pensado para poder generar clientes?</li><li>Este es un podcast sobre conversión en negocios digitales, ¿en qué medida y para qué negocios el uso de contenidos puede suponer un medio atractivo para mejorar la eficacia comercial de un negocio?</li><li>La generación de contenidos suele generar a su vez autoridad, ¿esto es escalable cuando hablamos de una empresa?</li><li>Ok, me has convencido, hagamos contenidos pensando en convertir, ¿cómo empiezo, qué canal selecciono, en qué tono comunico y para qué?</li></ul>",true
Encuestas online: información cualitativa para conocer a tus clientes y usuarios,encuestas-online-informacion-cualitativa-para-conocer-a-tus-clientes-y-usuarios,5faaf2006f511c11f5933cc3,61d4ab071a7dfe64dfff3ce6,Tue Jan 04 2022 20:16:07 GMT+0000 (Coordinated Universal Time),Tue Jan 04 2022 20:16:55 GMT+0000 (Coordinated Universal Time),Tue Jan 04 2022 20:17:05 GMT+0000 (Coordinated Universal Time),"Dentro de las técnicas cualitativas, que nos permiten conocer motivaciones de clientes y usuarios, las encuestas online tienen un gran peso.",https://chrt.fm/track/D992D/media.transistor.fm/d3f99b5e/56a02511.mp3,Wed Jan 05 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,24,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/61d4a4ae5975efeec39b55d2_maria-pedrosa-200.jpg,"<ul><li><a href=""https://www.linkedin.com/in/maria-pedrosa-aguilar/"">https://www.linkedin.com/in/maria-pedrosa-aguilar/</a></li></ul>",,maria-pedrosa,,false
Errores y cagadas que he cometido en proyectos CRO,errores-y-cagadas-que-he-cometido-en-proyectos-cro,5faaf2006f511c11f5933cc3,6194ce48b27aec4c781cede5,Wed Nov 17 2021 09:41:28 GMT+0000 (Coordinated Universal Time),Wed Nov 17 2021 09:42:02 GMT+0000 (Coordinated Universal Time),Tue Nov 23 2021 22:09:41 GMT+0000 (Coordinated Universal Time),Unas cuantas historias de errores y cagadas cometidos a lo largo de 13 años en diferentes proyectos de CRO.,https://chrt.fm/track/D992D/media.transistor.fm/e420223e/f6b0af12.mp3,Wed Nov 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,36,36,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
"Estudio de conversión 2021, principales métricas y aprendizajes",estudio-de-conversion-2021-principales-metricas-y-aprendizajes,5faaf2006f511c11f5933cc3,61a67c7a788b4b6748229d44,Tue Nov 30 2021 19:33:14 GMT+0000 (Coordinated Universal Time),Tue Nov 30 2021 19:34:03 GMT+0000 (Coordinated Universal Time),Tue Nov 30 2021 19:34:11 GMT+0000 (Coordinated Universal Time),Un episodio en el que resumo de forma accesible las principales métricas y aprendizajes del estudio de conversión 2021 de Flat 101.,https://chrt.fm/track/D992D/media.transistor.fm/9af982b0/78a97896.mp3,Wed Dec 01 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,38,38,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Estudio de conversión 2022: datos y principales aprendizajes,estudio-de-conversion-2022-datos-y-principales-aprendizajes,5faaf2006f511c11f5933cc3,62719a2600de3dd0ef0b42f6,Tue May 03 2022 21:09:58 GMT+0000 (Coordinated Universal Time),Tue May 03 2022 21:10:42 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:26:49 GMT+0000 (Coordinated Universal Time),Flat 101 ha presentado su estudio de conversión 2022 en e-commerce y negocios digitales. En este episodio hablamos de las principales métricas y aprendizajes,https://chrt.fm/track/D992D/media.transistor.fm/47fbce59/6163173e.mp3,Wed May 04 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,54,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/615cb74cc3a45fc66f59a422_Ricardo-Tayar-BN-140x140.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul><p>‍</p>",,ricardo-tayar-lopez,,false
Evangelizando sobre CRO en tus clientes,evangelizando-sobre-cro-en-tus-clientes,5faaf2006f511c11f5933cc3,60db573a15fac88653c6b416,Tue Jun 29 2021 17:24:10 GMT+0000 (Coordinated Universal Time),Tue Jun 29 2021 17:24:10 GMT+0000 (Coordinated Universal Time),Tue Jun 29 2021 17:24:16 GMT+0000 (Coordinated Universal Time),Hablamos sobre como presentar y vender la necesidad del CRO en tus clientes según la experiencia de Cristian en Chile.,https://chrt.fm/track/D992D/media.transistor.fm/f52c2186/0e5edd04.mp3,Wed Jun 30 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,18,18,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/5ffa206983aca9b22a648ada_cristian-de-la-maza.jpg,"<ul><li><a href=""https://www.linkedin.com/in/cristiandelamaza/""><em>https://www.linkedin.com/in/cristiandelamaza/</em></a></li><li><a href=""https://twitter.com/cdelamaza""><em>https://twitter.com/cdelamaza</em></a></li></ul>",,cristian-de-la-maza,"<p>Con Cristian tratamos todos estos temas, y alguno más:</p><ul><li>Cuando un nuevo cliente solicita un presupuesto de CRO u optimización, ¿qué os pide, qué espera, qué quiere conseguir, y por qué os lo pide?</li><li>¿Cómo trabajais vosotros la entrada en un nuevo cliente, cómo haces el setup de un proyecto de CRO?</li><li>Tú has trabajado para varios mercados en LATAM, ¿ves diferencias notables entre paises en lo referente a cómo se piden las cosas y qué es lo que se pide?, ¿la percepción del ecosistema digital es la misma o varia?</li><li>Eres responsable de un área de negocio, ¿cómo se estructura un área de negocio de CRO en una agencia, qué retos tienes, cómo los resuelves?</li><li>En base a tu experiencia, ¿cuales has visto que son los problemas más comunes de conversión a los que se enfrentan las marcas con las que trabajas?, ¿qué tipo de resultados os suelen pedir?</li><li>Una práctica muy habitual es pedir a la agencia o al proveedor que estime cuanto se va a poder mejorar un negocio en base a la inversión, ¿es algo qué os solicitan, cómo lo resuelves?</li><li>¿Cómo ha evolucionado a lo largo de los años tu proceso de trabajo en proyectos CRO?, ¿más foco en UX, analítica digital, martech?</li></ul>",true
Gestión de expectativas en proyectos de negocios digitales,gestion-de-expectativas-en-proyectos-de-negocios-digitales,5faaf2006f511c11f5933cc3,615cb7ac9ebc061965e109fc,Tue Oct 05 2021 20:38:04 GMT+0000 (Coordinated Universal Time),Tue Oct 05 2021 20:38:04 GMT+0000 (Coordinated Universal Time),Tue Oct 05 2021 20:38:19 GMT+0000 (Coordinated Universal Time),"Gestionar las expectativas de resultados y venta en proyectos de e-commerce, CRO y negocios digitales es clave. En este episodio hablamos de ello.",https://chrt.fm/track/D992D/media.transistor.fm/3b26d718/8667b877.mp3,Wed Oct 06 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,31,31,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/615cb74cc3a45fc66f59a422_Ricardo-Tayar-BN-140x140.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Gestión de proyectos CRO y testing estratégico,gestion-de-proyectos-cro-y-testing-estrategico,5faaf2006f511c11f5933cc3,614a2a45580003d082b88311,Tue Sep 21 2021 18:53:57 GMT+0000 (Coordinated Universal Time),Tue Sep 21 2021 18:53:57 GMT+0000 (Coordinated Universal Time),Tue Sep 21 2021 18:54:09 GMT+0000 (Coordinated Universal Time),Hablamos sobre cómo gestionar con éxito proyectos CRO y cómo ejecutar tests estratégicos para probar nuevos modelos de negocio.,https://chrt.fm/track/D992D/media.transistor.fm/c8d1b125/9eecdcf6.mp3,Wed Sep 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,21,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/614a28d1469d382b84156162_Sandra-Navarro-200.jpg,"<ul><li><a href=""https://sandranavarro.com/es/"">https://sandranavarro.com/es/</a></li><li><a href=""https://www.flat101.es/"">https://www.flat101.es/</a></li></ul>",,sandra-navarro,"<p>En este episodio no hubo guión previo ni nada preparado de antemano. Sandra y yo nos conocemos hace unos 15 años y somos socios, amigos y compañeros de fatigas, así que lo que vas a oir es una conversación profesional entre dos amigos centrada en dos temas principales: la gestión de proyectos digitales y en concreto los proyectos CRO&nbsp;y el testing estratégico en modelos de negocio digitales.</p><p>Siéntate, busca la comodidad y escucha con calma, que vale mucho la pena.</p>",false
"Google Analytics 4, una breve introducción en 10 minutos",google-analytics-4-una-breve-introduccion-en-10-minutos,5faaf2006f511c11f5933cc3,619d666c28f981fd1380b92c,Tue Nov 23 2021 22:08:44 GMT+0000 (Coordinated Universal Time),Tue Nov 23 2021 22:09:17 GMT+0000 (Coordinated Universal Time),Tue Nov 23 2021 22:09:41 GMT+0000 (Coordinated Universal Time),En poco más de 10 minutos os cuento como está siendo el uso de GA4 por parte muchas empresas y usuarios.,https://chrt.fm/track/D992D/media.transistor.fm/5eedbe88/0f59159b.mp3,Wed Nov 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,37,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
¿Google Analytics prohibido en Europa? Síntesis y análisis de la situación actual,google-analytics-prohibido-en-europa-sintesis-y-analisis-de-la-situacion-actual,5faaf2006f511c11f5933cc3,621e9c0f6b9d267ef44c98ab,Tue Mar 01 2022 22:19:59 GMT+0000 (Coordinated Universal Time),Tue Mar 01 2022 22:21:14 GMT+0000 (Coordinated Universal Time),Tue Mar 08 2022 20:58:53 GMT+0000 (Coordinated Universal Time),En este episodio hacemos un repaso a los acontecimientos y las razones que nos han llevado hasta una situación actual confusa y que depende de un futuro acuerdo,https://chrt.fm/track/D992D/media.transistor.fm/2f4b3ebd/09f3d1e8.mp3,Wed Mar 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,50,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
"Growth y CRO, dos metodologías de mejora",growth-y-cro-dos-metodologias-de-mejora,5faaf2006f511c11f5933cc3,615377a70c1db775465720e5,Tue Sep 28 2021 20:14:31 GMT+0000 (Coordinated Universal Time),Tue Sep 28 2021 20:14:31 GMT+0000 (Coordinated Universal Time),Tue Sep 28 2021 20:14:41 GMT+0000 (Coordinated Universal Time),"Corti y yo hablamos largo y tendido sobre diferencias, similitudes y puntos de encuentro entre las metodologías Growth y CRO.",https://chrt.fm/track/D992D/media.transistor.fm/407157a5/0913c9fc.mp3,Tue Sep 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,22,30,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6153768ed00a4ba5d534ed4a_corti-200.jpg,"<ul><li><a href=""https://www.linkedin.com/in/jccortizo/"">https://www.linkedin.com/in/jccortizo/</a></li><li><a href=""https://twitter.com/josek_net"">https://twitter.com/josek_net</a></li></ul>",,jose-carlos-cortizo,,false
Heatmaps: una introducción a los mapas de calor,heatmaps-una-introduccion-a-los-mapas-de-calor,5faaf2006f511c11f5933cc3,60edef93a39e976af29dc893,Tue Jul 13 2021 19:54:59 GMT+0000 (Coordinated Universal Time),Tue Jul 13 2021 19:54:59 GMT+0000 (Coordinated Universal Time),Tue Jul 13 2021 19:55:07 GMT+0000 (Coordinated Universal Time),"En este episodio encontrarás una breve introducción al mundo de las herramientas de heatmapping, en qué consisten y por qué son importantes para el análisis.",https://chrt.fm/track/D992D/media.transistor.fm/d428e8e0/f897c219.mp3,Wed Jul 14 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,23,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""http://www.flat101.es"">www.flat101.es</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">https://www.linkedin.com/in/ricardotayar/</a></li><li><a href=""https://twitter.com/rtayar"">https://twitter.com/rtayar</a></li></ul>",,ricardo-tayar-lopez,"<p>En este episodio te contamos la importancia de las herramientas de mapas de calor, qué son, cómo funcionan y porque enriquecen el análisis. Y&nbsp;todo en menos de 20 minutos.</p>",true
"Influencers y publicidad en social media, ¿fantasía o realidad?",influencers-y-publicidad-en-social-media-fantasia-o-realidad,5faaf2006f511c11f5933cc3,60ad01ba619b7e4f246f1d7b,Tue May 25 2021 13:55:06 GMT+0000 (Coordinated Universal Time),Tue May 25 2021 20:32:42 GMT+0000 (Coordinated Universal Time),Tue Jun 01 2021 20:22:38 GMT+0000 (Coordinated Universal Time),"La cuenta de instagram @hasmeunafotoasi nos cuenta los mitos, leyendas y miserias de los influencers y la publicidad que hacen. ¿Listos para flipar?",https://chrt.fm/track/D992D/media.transistor.fm/8d961994/e48182c6.mp3,Wed May 26 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,14,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60ad01226043d80ee855a646_hazmeunafotoasi200.jpg,<ul><li>https://www.instagram.com/hazmeunafotoasi/</li></ul>,,hazmeunafotoasi,"<p>Estos fueron los temas principales que tratamos en esta atómica conversación:<br></p><ul><li>Cada red social tiene su propio código de comunicación, y en función de cómo se emplee se puede llegar a más o menos público, ¿cual es el núcleo del código de comunicación de IG?</li><li>Gracias a ti hemos descubierto un formato de teletienda de toda la vida adaptado al escenario digital y de social media. No me cabe duda de que esas acciones son eficaces para vender, ¿pero cuales son las prácticas que mejor calan entre los usuarios para convencerles de que compren algo?</li><li>El trabajo que realizas implica edición, preparación, selección de contenidos, etc… ¿cómo es un día en la preparación de uno de tus stories, por ejemplo, y cuanto tiempo lleva? Me parece especialmente importante explicarlo para aquellas personas que crean que generar estos contenidos es sencillo y lleva poco tiempo.</li><li>El social selling se apoya básicamente en dos sesgos muy clásicos: validación social (lo que hace la mayoría -número de seguidores- es correcto y debo hacerlo) y autoridad (lo que un influencer me recomienda me interesa, por ser influencer). Más allá de estas técnicas tan aparentes, ¿qué funciona para vender a través de las redes sociales, y en concreto de IG?, ¿o simplemente dependes del número de seguidores?</li><li>Hay un aspecto ético y de responsabilidad en todo lo relacionado con los denominados influencers, ¿estamos creando una peligrosa tendencia de todo vale para conseguir nuestros objetivos económicos?</li><li>Supongo que muchas autodenominadas influencers estarán rabiando por el hecho de que tú hayas conseguido en relativamente poco tiempo una audiencia grande de una forma orgánica y natural, ¿cuales son las claves para realmente conseguir una comunidad orgánica, sin artificios y sana?</li><li>Este es un podcast sobre conversión en negocios digitales, ¿en qué medida y para qué negocios el uso de redes sociales puede suponer un canal atractivo para mejorar la eficacia comercial de un negocio?</li><li>Da la sensación de que la mayor parte de lo que vemos en IG es una construcción, un mundo irreal, con los riesgos que eso conlleva, ¿es una sensación real o hay personas que realmente son como vemos?</li><li>A raiz del análisis que has hecho de tantas estrategias comerciales de autodenominados influencers, ¿cuales son a tu juicio las mejores y peores prácticas?</li><li>Cuando una empresa está pensando en realizar estrategias de promoción en IG, ¿en quien le recomendarías que se fijara para promocionar su producto o servicio?</li></ul><p>‍</p>",true
"Innovación, qué es y cómo aplicarla de verdad",innovacion-que-es-y-como-aplicarla-de-verdad,5faaf2006f511c11f5933cc3,6296a52b360e6a27a9c6cea3,Tue May 31 2022 23:30:51 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 23:30:51 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 23:30:59 GMT+0000 (Coordinated Universal Time),"¿Qué es la innovación?, ¿cómo aplicarla para mejorar DE VERDAD? A estas preguntas y otras responde David Alayón en este episodio.",https://chrt.fm/track/D992D/media.transistor.fm/b9e9e637/eca15e35.mp3,Wed Jun 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,58,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6296a4784ef48cf409858fb7_DavidAlayon-400x400.jpeg,"<ul><li><a href=""https://www.linkedin.com/in/davidalayon/"">https://www.linkedin.com/in/davidalayon/</a></li><li><a href=""https://twitter.com/DavidAlayon"">https://twitter.com/DavidAlayon</a></li></ul>",,david-alayon,,false
"Inteligencia artificial, ética y buscadores",inteligencia-artificial-etica-y-buscadores,5faaf2006f511c11f5933cc3,6063865f98cc251ef70da4db,Tue Mar 30 2021 20:13:19 GMT+0000 (Coordinated Universal Time),Tue Mar 30 2021 20:13:19 GMT+0000 (Coordinated Universal Time),Tue Mar 30 2021 20:13:29 GMT+0000 (Coordinated Universal Time),"Hablamos sobre inteligencia artificial, ética y sistemas de búsqueda y cómo consumimos internet hoy día y como ello nos condiciona en cómo compramos.",https://chrt.fm/track/D992D/media.transistor.fm/b6b404be/c0121430.mp3,Wed Mar 31 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,8,8,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6032be72b7982f03c7a7cd32_ricardo-baeza-yates.jpg,"<ul><li><a href=""https://www.linkedin.com/in/ricardobaezayates/""><em>https://www.linkedin.com/in/ricardobaezayates/</em></a><em>&nbsp;</em></li><li><a href=""http://www.baeza.cl/""><em>http://www.baeza.cl/</em></a><em>&nbsp;</em></li></ul>",,ricardo-baeza-yates,"<p>En este episodio hablamos con Ricardo Baeza-Yates sobre una gran diversidad de temas que nos afectan en como consumimos y compramos en internet: uso de buscadores, ciencia de datos, inteligencia artificial, sesgos cognitivos y ética.</p><p>Algunos de los temas que abordamos con Ricardo en esta apasionante conversación fueron:</p><ul><li>¿Cómo funciona un buscador y cómo las personas nos hemos relacionado con ellos a lo largo de la historia de internet?</li><li>¿Los buscadores son en realidad herramientas para descubrir información nueva o más bien nos dirigen a donde está el interés de algunas corporaciones?</li><li>Todos hemos oido hablar de los sesgos cognitivos y la economía conductual, ¿en qué medida y cómo nos encontramos con sesgos en las experiencias de búsqueda?</li><li>¿Cual es el futuro inmediato de los sistemas de búsqueda?</li><li>Como investigador en el área y tras el auge de documentales como por ejemplo “El dilema de las redes”, ¿qué papel juega la ética en las experiencias de búsqueda que condicionan tanto nuestro comportamiento?</li><li>¿Qué deberíamos hacer para buscar de la mejor forma posible?</li><li>¿El uso de los buscadores nos ha hecho menos exigentes con los resultados que recibimos, menos críticos, hemos perdido la curiosidad porque la respuesta está a un clic?</li></ul>",true
"Interacción, diseño, pantallas y conseguir que hagamos cosas",interaccion-diseno-pantallas-y-conseguir-que-hagamos-cosas,5faaf2006f511c11f5933cc3,60d25d2cc72c2a9426685ba5,Tue Jun 22 2021 21:59:08 GMT+0000 (Coordinated Universal Time),Tue Jun 22 2021 21:59:08 GMT+0000 (Coordinated Universal Time),Tue Jun 22 2021 21:59:15 GMT+0000 (Coordinated Universal Time),Diseño visual y de interacción. Mejores prácticas para convertir y conseguir eficacia con el diseño de interfaces.,https://chrt.fm/track/D992D/media.transistor.fm/1417b976/00eb39fc.mp3,Wed Jun 23 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,17,17,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60d25ad5e2604516cb5dd2c8_jimena-catalina-200x200.jpg,"<ul><li><a href=""https://twitter.com/subidubi"">https://twitter.com/subidubi</a></li><li><a href=""https://www.linkedin.com/in/jimenacatalina/"">https://www.linkedin.com/in/jimenacatalina/</a></li></ul>",,jimena-catalina,"<p>Con Jimena hemos hablado de todas estas cosas:</p><ul><li>Tienes una carrera muy diltada como autónoma / freelance en el campo del diseño visual y de interacción, ¿qué diferencia harías entre el diseño de interacción y el diseño puramente visual?</li><li>El diseño nos condiciona para comprender el propósito y utilidad de cualquier cosa, ¿en qué medida es relevante para que un producto o servicio digital consiga su propósito, convierta?</li><li>Un mal endémico en muchos procesos de diseño es el diseño por comité o el clásico Frankenstein (ponme un poco de todo)... ¿cómo se combate eso al plantear un diseño?</li><li>Por favor, cuéntanos las prácticas más anticonversión que has visto en los diseños en los que has tenido oportunidad de trabajar.</li><li>Y ahora aquellas prácticas que bajo tu experiencia más facilitan el que una persona pueda “hacer cosas” y convertir, sea cual sea el objetivo que persigue el proyecto</li><li>¿Qué consideras necesario para que cualquier persona sea una buena diseñador, que debe saber y por qué?</li><li>Llevas mucho tiempo como freelance y has trabajado en múltiples organizaciones, ¿qué tipo de empresas son las que has visto que más abiertas están a la evolución y mejora en el diseño?</li></ul><p>Y yo que tú no me perdería el episodio</p>",true
"Investigación de usuarios, conocer para mejorar",investigacion-de-usuarios-conocer-para-mejorar,5faaf2006f511c11f5933cc3,605a59e0aae75f2a2afbca5d,Tue Mar 23 2021 21:13:04 GMT+0000 (Coordinated Universal Time),Tue Mar 23 2021 21:13:04 GMT+0000 (Coordinated Universal Time),Tue Mar 23 2021 21:13:45 GMT+0000 (Coordinated Universal Time),Hablamos sobre las técnicas de investigación de usuarios con María Isabel Murillo y sobre la importancia de estas técnicas para poder detectar ineficiencias.,https://chrt.fm/track/D992D/media.transistor.fm/e1403a49/4f5e3b98.mp3,Wed Mar 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,7,7,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6032bd0ac1eef17be7d946a3_maria-isabel-murillo.jpg,"<ul><li><a href=""https://www.linkedin.com/in/mariaisabelmurillo/""><em>https://www.linkedin.com/in/mariaisabelmurillo/</em></a><em> </em></li></ul>",,maria-isabel-murillo,"<p>En este episodio hablamos con María Isabel Murillo sobre UX research e investigación, y estas fueron algunas de las preguntas y temas sobre los que conversamos en este episodio:<br></p><ul><li>Para construir cualquier diseño, tanto experiencial como de un objeto, la investigación es clave, porque debemos entender el contexto en el que las personas utilizamos un elemento o un servicio, ¿cuales son las técnicas de investigación que más emplean las compañías ahora mismo y con qué objetivos?</li><li>Este es un podcast sobre CRO y CXO y el UX Research es clave para localizar problemas en el manejo de un interface, ¿cuales dirías que son los principales painpoints hoy día que se localizan a través de UX Research en e-commerce, apps, etc?</li><li>Personalmente creo que la investigación con usuarios en e-commerce equivale a conocer a tu cliente de verdad, lo que físicamente haces cuando alguien entra en tu tienda y charlas con él, ¿las empresas que venden online han apostado firmemente por el UX research para conocer mejor a sus clientes o aún nos queda camino por recorrer?</li><li>¿Cómo ves el futuro del UX Research, qué técnicas crees que serán más empleadas en breve?, Hagamos un ejercicio casi de ciencia ficción, ¿cómo será la investigación en 10 o 20 años?</li><li>En tu trabajo, ¿el UX research se usa en un contexto de datos o empleais datos cuantitativos de alguna forma?, ¿cómo?</li><li>¿Qué dirías a una empresa que quiere comenzar a investigar sobre sus usuarios, por donde debe comenzar?</li><li>De todas las técnicas de investigación con usuarios que existen, ¿cual es la que personalmente prefieres y por qué?</li><li>A raiz de la pandemia el volumen de test presenciales se ha reducido mucho y el test en remoto se ha impuesto como técnica, ¿qué pros y contras le ves a cada uno de ellos?</li><li>El empleo de neurotesting abre un nuevo campo en el UX Research aunque no es algo nuevo, pero sí se está democratizando, ¿lo empleas, cómo crees que puede ayudar?</li></ul><p>Espero que las respuesta y experiencias que compartimos ambos en el episodio os sean muy útiles.</p>",true
La diferencia cultural entre Mexico y España y su peso en conversión,la-diferencia-cultural-entre-mexico-y-espana-y-su-peso-en-conversion,5faaf2006f511c11f5933cc3,6215699ed29e7001d19c6063,Tue Feb 22 2022 22:54:22 GMT+0000 (Coordinated Universal Time),Tue Feb 22 2022 22:54:22 GMT+0000 (Coordinated Universal Time),Tue Feb 22 2022 22:54:22 GMT+0000 (Coordinated Universal Time),Vanesa Robles ha pasado los últimos tres años de su carrera profesional en Mexico. Hablamos con ella sobre conversión en MX,https://chrt.fm/track/D992D/media.transistor.fm/103b6d3b/0498c2f8.mp3,Wed Feb 23 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,49,49,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/621557d0c22d518a2cb06c10_200-0231%20-%20Banco%20Sabadell%20-%20Vanesa%20Robles%20-%201920px.jpg,"<ul><li><a href=""https://www.linkedin.com/in/vanesarobles"">https://www.linkedin.com/in/vanesarobles</a></li><li><a href=""https://twitter.com/VanesaRobles"">https://twitter.com/VanesaRobles</a></li></ul>",,vanesa-robles,,false
